tradingDate,VNINDEX PE,VNINDEX PB,VNINDEX PS,HNXIndex PE,HNXIndex PB,HNXIndex PS,UpcomIndex PE,UpcomIndex PB,UpcomIndex PS,OILGAS_L2 PE,OILGAS_L2 PB,OILGAS_L2 PS,CHEMICAL_L2 PE,CHEMICAL_L2 PB,CHEMICAL_L2 PS,BASICRES_L2 PE,BASICRES_L2 PB,BASICRES_L2 PS,CONSTRMAT_L2 PE,CONSTRMAT_L2 PB,CONSTRMAT_L2 PS,INDUSTGDS_L2 PE,INDUSTGDS_L2 PB,INDUSTGDS_L2 PS,AUTOPARTS_L2 PE,AUTOPARTS_L2 PB,AUTOPARTS_L2 PS,FOODBEVERA_L2 PE,FOODBEVERA_L2 PB,FOODBEVERA_L2 PS,PERSHHOLD_L2 PE,PERSHHOLD_L2 PB,PERSHHOLD_L2 PS,HEALTHCARE_L2 PE,HEALTHCARE_L2 PB,HEALTHCARE_L2 PS,RETAIL_L2 PE,RETAIL_L2 PB,RETAIL_L2 PS,MEDIA_L2 PE,MEDIA_L2 PB,MEDIA_L2 PS,TRAVELLSR_L2 PE,TRAVELLSR_L2 PB,TRAVELLSR_L2 PS,TELECOM_L2 PE,TELECOM_L2 PB,TELECOM_L2 PS,UTILITIES_L2 PE,UTILITIES_L2 PB,UTILITIES_L2 PS,BANKS_L2 PE,BANKS_L2 PB,BANKS_L2 PS,INSURANCE_L2 PE,INSURANCE_L2 PB,INSURANCE_L2 PS,REALESTATE_L2 PE,REALESTATE_L2 PB,REALESTATE_L2 PS,FINSERV_L2 PE,FINSERV_L2 PB,FINSERV_L2 PS,TECHNOLOGY_L2 PE,TECHNOLOGY_L2 PB,TECHNOLOGY_L2 PS
2015-03-20,13.26166717,1.85931312,2.87847601,11.76461251,1.109265,15.88912904,14.04500982,1.86731133,1.25440606,6.35407575,1.27372527,0.48974111,8.6331949,1.19548147,0.64471579,10.97700796,1.44606751,0.39850172,11.81505735,1.08448763,0.46516417,11.72484167,1.09099219,0.58513483,9.57112574,1.89326599,0.53076221,19.72524951,2.81546903,1.65411593,9.64093664,1.49769171,0.44911309,10.80401504,1.86238295,0.70879652,15.09729584,3.66761857,0.3414558,8.50833779,0.90745306,0.41118996,13.34146204,1.40912053,1.29759135,9.55810028,0.29615366,0.03152284,9.51135687,2.6592396,1.31070922,13.43160081,1.41038145,3.24962889,16.24253125,1.43230436,1.56980365,17.93054698,1.54974829,2.38816251,9.17602006,1.07745344,2.85212214,11.2952642,1.56454286,0.51755877
2015-03-23,13.15055152,1.84317501,2.84099027,11.62014221,1.09559147,16.02282074,14.22484354,1.90670893,1.26529754,6.20243833,1.24332834,0.47805363,8.54022106,1.18151903,0.63718873,10.80460001,1.42320952,0.39220483,11.61910171,1.06463244,0.45673144,11.54875823,1.07435085,0.57632349,9.52289055,1.88371456,0.52808735,19.87327461,2.83195818,1.66325412,9.57800025,1.48783432,0.44594892,10.79555571,1.85883181,0.70750762,14.92629251,3.61923988,0.33652871,8.62687112,0.92004488,0.41689564,13.3852665,1.41373781,1.30184318,9.55810028,0.29615366,0.03152284,9.53742143,2.66651411,1.31290337,13.14873783,1.38067883,3.18119175,16.00097848,1.41189287,1.54771013,17.8385776,1.5408551,2.37423678,9.00418892,1.05681142,2.79748074,11.18396214,1.54912549,0.51245862
2015-03-24,13.06602679,1.83207762,2.82704178,11.47955961,1.08624253,16.12903867,14.08250949,1.90822177,1.26133391,6.01857551,1.20647157,0.46388239,8.53354686,1.18043022,0.63659839,10.73161927,1.41354379,0.38938313,11.41555069,1.05877915,0.45413067,11.48099222,1.06760825,0.57277931,9.54035685,1.88810423,0.52933139,19.82279036,2.82457941,1.6588741,9.54482626,1.47254497,0.44090346,10.73597955,1.84757684,0.70322376,14.80817624,3.59063601,0.33386287,8.55365219,0.91221956,0.41334978,13.37372205,1.41251539,1.30071751,9.55810028,0.29615366,0.03152284,9.40707269,2.63009607,1.29479912,13.1013224,1.37569977,3.1697196,15.76329285,1.39091999,1.52471976,17.80480063,1.53830974,2.37026993,8.91021567,1.04564835,2.76788234,11.11129016,1.53905928,0.50912867
2015-03-25,12.93514054,1.81305596,2.82018954,11.47275002,1.08433851,16.17395479,13.2955077,1.85403621,1.25214649,5.66393325,1.13538069,0.43654829,8.55319199,1.18248817,0.63768129,10.75407544,1.40959118,0.39326418,11.45328728,1.0619983,0.45546327,11.4686913,1.06983941,0.57948843,9.51672067,1.88342189,0.52801997,19.61927104,2.80647094,1.64843286,9.53665993,1.47123148,0.44051018,10.65211434,1.83218831,0.6973689,14.66945702,3.55699422,0.33073532,8.5580985,0.91255376,0.41349411,13.26480521,1.40125975,1.29038004,9.55810028,0.29615366,0.03152284,8.95013813,2.50055658,1.23075802,13.19987629,1.38604816,3.1935631,15.70469637,1.38574955,1.51905196,17.67624678,1.52707461,2.35298507,8.84299942,1.03689546,2.74447333,11.12551161,1.54103484,0.50978252
2015-03-26,12.82621871,1.79775483,2.78924086,11.43340333,1.08414071,16.15961236,12.97776699,1.83721179,1.23503086,5.78361767,1.16450765,0.44862543,8.54735414,1.18133026,0.63705707,10.7421839,1.40707337,0.39251949,11.43533059,1.06018653,0.45473388,11.36570397,1.0618021,0.57518762,9.55055014,1.89424361,0.53107004,19.43635002,2.79132015,1.63512339,9.58239817,1.47823378,0.44260678,10.65554008,1.83164862,0.69392318,14.36188433,3.48240256,0.32380084,8.67057575,0.92789071,0.42223872,13.21209352,1.39568835,1.2852495,9.55810028,0.29615366,0.03152284,8.6526525,2.41744282,1.18986749,13.2007138,1.38613588,3.19376521,15.57412605,1.3742283,1.50642242,17.51679752,1.51341242,2.33202098,8.79712293,1.03136763,2.72984217,11.16843005,1.54439054,0.51022839
2015-03-27,12.71853364,1.78262438,2.77456587,11.32717345,1.07641748,16.20226472,10.54984788,1.77285967,1.19121693,5.73709274,1.15514004,0.44501657,8.46437345,1.16949913,0.63067792,10.66572371,1.40591891,0.39174666,11.35593544,1.05274097,0.45171243,11.30491405,1.0560714,0.57105881,9.48938011,1.8820994,0.52766861,19.25288927,2.76482624,1.61960784,9.59770581,1.48054143,0.44329773,10.60984745,1.82281981,0.69057837,14.05904954,3.40895993,0.31697317,8.53670196,0.9135475,0.41571181,13.19772887,1.39416785,1.28384932,9.55810028,0.29615366,0.03152284,8.22965658,2.35369269,1.1637213,13.18513375,1.38449968,3.18999527,15.22263284,1.34321328,1.4724239,17.36773538,1.50055937,2.31212104,8.69955347,1.01978252,2.69917851,11.14221744,1.54068794,0.50899528
2015-03-30,12.55996827,1.7616528,2.74118296,11.22002017,1.06779844,16.32846156,9.73879542,1.75169816,1.1602288,5.54255066,1.12495051,0.43359564,8.49372285,1.17150929,0.63167683,9.97459751,1.39533189,0.38655638,11.24540694,1.04059906,0.44653282,11.14632453,1.04188265,0.56457722,9.45225967,1.87487178,0.52560448,19.24859622,2.76373093,1.61980255,9.49564695,1.4646387,0.4385362,10.57527035,1.81387742,0.68716037,14.10927376,3.41845552,0.31781393,8.61621671,0.91715929,0.41708356,13.05858333,1.37945986,1.27030515,11.61258244,0.30542524,0.19674202,8.06649024,2.3068196,1.14092462,13.00761147,1.36553958,3.14622311,14.85002892,1.31033549,1.43638342,17.09748164,1.4806002,2.29182658,8.51159612,0.99748491,2.64013768,10.97747084,1.51848884,0.50166336
2015-03-31,12.56528503,1.76811676,2.77445356,11.31507484,1.0767921,16.23085355,9.66998774,1.74616906,1.15732611,5.63967566,1.14466361,0.44119376,7.61888574,1.19638777,0.69805752,10.02265462,1.40144799,0.38818253,11.33563457,1.04787712,0.44899483,11.28828081,1.05637911,0.57246455,9.31114164,1.98733618,0.55706403,19.91955736,2.74016722,1.75494466,9.61924348,1.48069075,0.44302742,10.593038,1.8159659,0.68795156,14.11370555,3.41863236,0.31780459,8.80887671,0.93014161,0.42434362,13.094565,1.38644921,1.27481376,11.61258244,0.30542524,0.19674202,8.26302078,2.36286835,1.16861203,13.10740428,1.38182609,3.17832969,15.19153772,1.34046951,1.46941619,17.28020883,1.49467707,2.30864101,8.58968967,1.00673752,2.66398658,11.03465632,1.52509779,0.50377777
2015-04-01,12.41977865,1.72924142,2.71575242,11.10724455,1.05684803,16.39785044,9.87530713,1.70192943,1.12401619,5.38046049,1.09205169,0.42091527,7.38011409,1.15867226,0.67622189,10.29586781,1.38556284,0.37157841,11.35833974,1.03655027,0.44429978,11.11849706,1.03968882,0.56376056,9.26162652,1.97516161,0.55369868,19.67567634,2.69375507,1.72259142,9.49510283,1.47368481,0.44863127,10.48360456,1.79663691,0.68051057,14.17971843,3.43462486,0.31929103,8.64813415,0.91315222,0.41659283,13.096096,1.36157037,1.25193829,11.61258244,0.30542524,0.19674202,7.86441319,2.24786527,1.1119489,12.95546432,1.36580784,3.14148624,14.8086221,1.30668184,1.43237831,16.91530493,1.46091929,2.25460829,8.35476114,0.97906631,2.59076418,10.85484726,1.50076421,0.49570082
2015-04-02,12.60193403,1.75572029,2.7405742,11.30633947,1.06831925,16.26011544,9.95350183,1.67052067,1.10768991,5.54286547,1.12501441,0.43362027,7.49919083,1.1771333,0.68699295,10.36390823,1.39873557,0.37494914,11.51533248,1.05141824,0.45063646,11.23442371,1.05056705,0.56904063,9.43786316,2.0108574,0.56370239,19.82529984,2.71675423,1.73737973,9.64204595,1.4931328,0.45575973,10.62250671,1.80784114,0.68411562,14.07873872,3.41016118,0.31701722,8.79178214,0.93412887,0.42619909,18.73443902,1.41525493,1.26131272,11.61258244,0.30542524,0.19674202,7.97054801,2.27790197,1.1267889,13.21344748,1.39300505,3.20404238,15.38987154,1.35696812,1.48781261,17.0592856,1.47750347,2.26033899,7.89523114,0.99151344,3.38465249,10.98147994,1.51845203,0.50151808
2015-04-03,12.61033237,1.75836302,2.74306453,11.34307423,1.07182772,16.21755731,10.04702403,1.67619275,1.10586395,5.66732962,1.15027643,0.44335714,7.55524099,1.18568599,0.69177599,10.49114198,1.41705233,0.37987345,11.5571036,1.05011397,0.45163574,11.28322861,1.05311636,0.57029955,9.4315326,2.00886773,0.56310538,19.74814237,2.70600516,1.73053407,9.67245451,1.49778812,0.45718071,10.62454627,1.8072324,0.68387808,14.05759179,3.40503806,0.31654105,8.75412807,0.92442282,0.42449339,18.72417532,1.41447511,1.26061772,11.61258244,0.30542524,0.19674202,8.07325462,2.30725448,1.14132721,13.20998895,1.39263461,3.20380613,15.17370325,1.33790795,1.46691458,16.74727404,1.4934886,2.27321854,7.92601327,0.99670166,3.40297449,11.12658371,1.5385159,0.50814482
2015-04-06,12.50362342,1.74254647,2.71443369,11.28977173,1.0691965,16.21931613,9.99498342,1.65641279,1.09633961,5.57785497,1.1426052,0.44038309,7.55883394,1.18554162,0.69169178,10.52506082,1.40607317,0.37650915,11.61610439,1.05040124,0.45186549,11.27563347,1.05249298,0.5699556,9.46139649,2.01276058,0.56423542,19.59333751,2.68438805,1.71672036,9.66843428,1.49700524,0.45694175,10.59611015,1.7995643,0.68097638,13.86593324,3.35871147,0.31223517,8.69906758,0.9185592,0.42180082,18.78021576,1.41602718,1.26166885,11.61258244,0.30542524,0.19674202,7.9350619,2.26773038,1.12172086,13.14626886,1.38439059,3.18509322,14.87889048,1.3081425,1.43841362,16.64307491,1.48257413,2.25629961,7.79725832,0.98013868,3.34642459,11.05168892,1.52813943,0.50476932
2015-04-07,12.62036679,1.7588168,2.7405079,11.37340708,1.0770728,16.10321291,11.99481508,1.74267215,1.11164406,5.70108407,1.16777825,0.45054666,7.61263096,1.19374725,0.69647791,10.54054267,1.40807758,0.37704541,11.77378045,1.0645264,0.45813723,11.38619007,1.06214804,0.57532216,9.5702247,2.03515412,0.57050723,19.80668901,2.71345483,1.73533031,9.67468351,1.49824603,0.45715436,10.64068082,1.8061929,0.68348472,14.27334127,3.43521844,0.31942942,8.81045816,0.9303046,0.42719429,18.92220847,1.42672891,1.271204,11.61258244,0.30542524,0.19674202,7.94703465,2.27115203,1.12341602,13.27780859,1.39824238,3.2169623,15.03569952,1.32192905,1.4535731,18.25337212,1.50659901,2.30005729,7.91227324,0.99447183,3.39536134,11.16235471,1.54344123,0.50982375
2015-04-08,12.61300331,1.75758034,2.73190202,11.35270388,1.07366263,16.13530116,12.0467288,1.75710772,1.11957447,5.66837168,1.16107763,0.44796146,7.57709252,1.1879412,0.69309139,10.50774476,1.40362704,0.37585471,11.87654504,1.07273839,0.46215234,11.3947372,1.0630653,0.57599097,9.51199808,2.02198972,0.56682025,19.69079866,2.71188422,1.73186233,9.70295735,1.50193085,0.45706488,10.65516581,1.80771275,0.68405985,14.28696379,3.4384976,0.31973428,8.90845843,0.94063572,0.43193832,18.89137701,1.42439972,1.26912872,11.61258244,0.30542524,0.19674202,7.96929699,2.27676636,1.12602063,13.24439364,1.39472333,3.20886597,14.91740552,1.31152872,1.44213705,18.20536488,1.5024066,2.29365958,7.85194505,0.98676633,3.36905295,11.18528518,1.54661168,0.510871
2015-04-09,12.68981951,1.76828603,2.75833517,11.42062454,1.07969568,16.08329116,14.03425746,1.77630856,1.1330206,5.69862905,1.16727538,0.45035265,7.45697513,1.19613564,0.69785583,10.52086126,1.40531529,0.37630638,12.02087184,1.08563651,0.46678944,11.41387945,1.06505122,0.57603684,9.61403191,2.04292327,0.57268315,19.77639187,2.71541228,1.73411478,9.81311678,1.51685105,0.4608234,10.72714557,1.80929595,0.68475405,14.20339542,3.41838137,0.31786407,8.86497299,0.93602739,0.42982218,18.81994595,1.41900938,1.26432596,11.61258244,0.30542524,0.19674202,7.93317736,2.26644726,1.12105566,13.42207191,1.41343382,3.25191352,15.12861069,1.33009774,1.46255527,18.36948452,1.51567452,2.31398584,9.20165136,0.99467383,3.41499693,11.25877444,1.55328882,0.51383183
2015-04-10,12.77270081,1.77995604,2.77879072,11.57326992,1.09409212,16.01913306,12.05830275,1.7852894,1.12290343,5.66782591,1.16096583,0.44791833,7.42169571,1.1902255,0.69442377,10.53248468,1.40671608,0.37669042,12.11299452,1.08845606,0.45760186,9.87616159,1.07302406,0.58059076,9.62884768,2.04530074,0.57334902,19.95884248,2.74034052,1.7500299,9.85875641,1.52409478,0.46341926,10.03979781,1.76598107,0.72400573,14.18286803,3.4134401,0.31740468,8.81613427,0.930854,0.42744657,18.95845851,1.4294486,1.27362723,11.61258244,0.30542524,0.19674202,7.93705387,2.26755475,1.12161014,13.51289772,1.42299815,3.27391837,15.24175557,1.34004537,1.47349353,18.71961975,1.54433069,2.35771217,9.31637982,1.0089715,3.46416375,11.32500454,1.56242589,0.5168544
2015-04-13,12.89759086,1.79735362,2.81180728,11.53831064,1.09078941,16.00820276,12.04240875,1.76378319,1.11052303,5.70419462,1.1684154,0.45079248,7.42040815,1.18938343,0.69391745,10.58689059,1.40841268,0.37714434,12.03358188,1.07985994,0.45401431,9.87601496,1.07302735,0.58056002,9.63285728,2.04399352,0.57294314,20.40257955,2.80635197,1.79217405,9.85071375,1.52266402,0.46298422,9.91821846,1.73725523,0.71222889,14.27543686,3.43572288,0.31947631,8.82364037,0.93261931,0.42778756,18.88146432,1.42362985,1.26844276,11.61258244,0.30542524,0.19674202,8.04175697,2.29019759,1.13600401,13.5701422,1.42902568,3.28778602,15.42769338,1.3563929,1.49146902,18.87004919,1.55605091,2.37558381,9.28305918,1.00493483,3.45030439,11.35242633,1.56620849,0.51810569
2015-04-14,12.87218258,1.79381345,2.80246165,11.51760651,1.08643285,16.03831704,12.00798163,1.75770107,1.11157585,5.80578309,1.18922421,0.45882084,7.39170086,1.18453829,0.69110657,10.52744757,1.40042815,0.3786531,11.93370044,1.0711772,0.44985822,9.8836061,1.06540048,0.57558788,9.64002915,2.04461349,0.57315654,20.38340495,2.80692122,1.79484171,9.80077861,1.51488342,0.46061843,9.86405199,1.72474394,0.70709959,14.21144598,3.42031927,0.31804423,8.69418405,0.91891993,0.42150373,18.46974985,1.3925829,1.24078018,11.61258244,0.30542524,0.19674202,8.1353409,2.31684919,1.14920437,13.53213156,1.42502268,3.27857624,15.34468076,1.34909449,1.4834438,18.56890119,1.53099427,2.33732066,9.14717709,0.99008573,3.39932207,11.23439165,1.54992395,0.51271872
2015-04-15,13.00050679,1.81269312,2.81784011,11.64585853,1.09852252,15.93516853,11.95399621,1.76952281,1.1080052,6.20729885,1.27146846,0.49055193,7.43319168,1.19097291,0.69485971,10.62956939,1.41385854,0.38230877,11.99678634,1.08181287,0.45452737,9.91106997,1.06829115,0.57717991,9.38085032,2.06607494,0.5788226,20.37472593,2.80558502,1.79398755,9.84648977,1.52136817,0.46357426,9.95899244,1.73832731,0.71266841,14.14244758,3.40371026,0.31650009,8.66811262,0.91614798,0.42023224,18.76093407,1.41453316,1.26033769,11.61258244,0.30542524,0.19674202,8.46079253,2.41151496,1.19577555,13.58568773,1.43066226,3.29155133,15.53680123,1.36598559,1.502017,18.6483864,1.53726818,2.34697383,9.18569577,0.99259938,3.41315888,11.2466457,1.5527462,0.51369633
2015-04-16,13.09326096,1.8256273,2.85062235,11.6847868,1.10166442,15.88601414,11.97951617,1.77364947,1.11338066,6.4754676,1.32639865,0.51174483,7.47343967,1.19720747,0.69849616,10.64179724,1.41204409,0.38181856,12.03343201,1.08466922,0.45572609,9.89792214,1.06503137,0.57545716,9.47046439,2.08523023,0.58414453,20.2639228,2.79013123,1.78414209,9.88573036,1.52477441,0.46540275,10.06592652,1.75349773,0.7190849,14.10287382,3.39418423,0.31561445,8.64635183,0.91808524,0.41829079,18.54006925,1.38733707,1.24549632,11.61258244,0.30542524,0.19674202,8.47319618,2.41505028,1.19736424,13.80417329,1.45367,3.34448565,15.73433665,1.38335278,1.5211137,18.85339011,1.553002,2.37083541,9.40801246,1.01648115,3.49527891,11.19532436,1.54566043,0.51135214
2015-04-17,13.08750083,1.82482779,2.85558416,11.73089942,1.10515762,15.87159057,11.05212896,1.76717082,1.01265903,6.46570962,1.32439988,0.51097368,7.50470204,1.20200161,0.70129245,10.70613903,1.42038169,0.38401599,12.07111492,1.08559521,0.45655432,9.91961144,1.07615452,0.58153554,9.49260593,2.0893696,0.58530316,20.30610189,2.7944588,1.78646298,9.97868448,1.54055006,0.46987513,10.14881851,1.76493435,0.7237749,14.15449668,3.40661067,0.31676974,8.68025951,0.92179708,0.4199237,18.95576822,1.40867379,1.2734184,11.61258244,0.30542524,0.19674202,8.38213034,2.38909448,1.18447425,13.73698987,1.44659491,3.32820786,15.6005621,1.37159141,1.50818107,19.00806977,1.56553144,2.38992796,9.47494795,1.02041142,3.50889314,11.61252314,1.6015773,0.52986932
2015-04-20,13.01287711,1.81442115,2.8429763,11.70901729,1.10308911,15.85087534,10.69508513,1.76130878,1.00862588,6.55341476,1.34030972,0.51790486,7.46680147,1.19508214,0.69738096,10.62916617,1.40663371,0.38132835,12.00391476,1.08764412,0.4570503,9.63378804,1.06318042,0.5733517,9.49647069,1.90086629,0.58492531,20.28257955,2.79263767,1.78419881,9.88927814,1.51876406,0.46560855,10.0947621,1.75613678,0.71866799,13.9591156,3.35908111,0.31239722,8.61283838,0.93955772,0.41663986,18.70133191,1.38975256,1.25631391,11.61258244,0.30542524,0.19674202,8.27958954,2.35900874,1.16973517,13.65809563,1.43828613,3.3090917,15.59288132,1.37091612,1.50743853,18.77425908,1.55678997,2.38101219,9.31885722,1.00317809,3.44966127,11.51975947,1.58878291,0.5256364
2015-04-21,12.94516076,1.80189881,2.81930167,11.61201796,1.09912475,15.85284986,9.03487891,1.77095357,1.01465276,6.54717376,1.34489833,0.51767076,7.47316422,1.13653109,0.69963833,10.54828647,1.4191843,0.38202621,11.93669322,1.0909013,0.45798951,9.54493501,1.05509914,0.57061395,7.93853842,1.87753369,0.56937402,20.26459506,2.78733874,1.78196459,9.61118011,1.51428648,0.46194607,10.09569138,1.73157157,0.7176039,13.98319698,3.37854002,0.31304709,8.72400156,0.94569304,0.42178872,18.45028514,1.42058003,1.26773629,11.61258244,0.30542524,0.19674202,8.30599193,2.34985963,1.16966806,13.50411594,1.43677423,3.27178488,15.5558709,1.38118362,1.50386056,18.54362245,1.49998286,2.3692736,9.79082892,0.94694598,3.49103069,11.37393668,1.55615462,0.51898257
2015-04-22,12.90447007,1.8009652,2.81836655,11.50747872,1.09391469,26.24683274,9.04778206,1.77288977,1.01674717,6.58010426,1.35166281,0.52027451,7.58354232,1.13701739,0.7080927,10.56836694,1.40989453,0.38492778,11.76457686,1.10371541,0.46425547,9.61474561,1.06081558,0.57352439,7.93758001,1.87717923,0.56930528,20.2806553,2.7904821,1.78865338,9.56541892,1.50707659,0.45974663,10.09356461,1.7284516,0.71630512,13.84251173,3.35523628,0.31308843,8.43954508,0.93454528,0.41474438,13.02677287,1.41220128,1.2623715,11.61258244,0.30542524,0.19674202,8.30463836,2.34896098,1.16872733,13.44505015,1.43048967,3.25747386,15.53644382,1.37945871,1.50198245,18.36751267,1.49758884,2.35332567,9.79571595,0.93714731,3.46075335,11.31119155,1.55251617,0.51634725
2015-04-23,12.86771344,1.79739581,2.81659477,11.63119351,1.09323887,26.2995403,9.01961039,1.75347268,1.01024143,6.64421995,1.36483323,0.52534399,7.41026477,1.12975276,0.7075744,10.53505456,1.39624174,0.38069184,11.47494444,1.0872043,0.45715771,9.62205196,1.06387166,0.57536759,7.86935608,1.86103051,0.56441207,20.21953686,2.78760481,1.78667047,9.46574966,1.48511369,0.45741132,10.13683215,1.73819799,0.72099698,13.86197975,3.33592977,0.31445851,8.39812925,0.92637325,0.40939834,12.89338219,1.39182553,1.24415291,11.61258244,0.30542524,0.19674202,8.2321505,2.33637125,1.16199557,13.44241475,1.43020905,3.25683482,15.72203094,1.39593673,1.51992405,18.34780835,1.49632006,2.3519896,10.14974828,0.95216952,3.46523152,11.39732264,1.56587319,0.52074518
2015-04-24,12.96816338,1.81169421,2.82764306,11.63105184,1.09648348,26.26711242,9.04719207,1.74767401,1.01488455,6.7807926,1.39288753,0.5361425,7.43843461,1.13130447,0.71222764,10.54988598,1.39833262,0.38123937,11.37708029,1.08797811,0.45442259,9.6264763,1.06435833,0.57563012,7.9013433,1.86860194,0.56670628,20.36049648,2.80681538,1.79916422,9.6980039,1.52155285,0.46863449,10.16423256,1.74017463,0.72181689,14.35452515,3.4544837,0.32563188,8.40083357,0.92665539,0.40952302,13.15882957,1.42023871,1.2694797,11.61258244,0.30542524,0.19674202,8.38094869,2.37899414,1.1831554,13.52379973,1.43886779,3.27655228,15.73485203,1.3970751,1.52116352,18.34592437,1.49961214,2.35531304,10.1122489,0.94944106,3.45530186,11.3942449,1.56545015,0.52060449
2015-04-27,12.9018004,1.80229119,2.80136078,11.64083935,1.09536696,26.32832394,9.0490564,1.74915727,1.01843271,6.56015412,1.34756472,0.51869709,7.43247795,1.12973333,0.71123879,10.57623846,1.39319488,0.3808856,11.33068875,1.08343118,0.45239224,9.63054023,1.06105155,0.57405154,7.7495087,1.8565036,0.54900188,20.21152983,2.78572021,1.78564388,9.56398129,1.50052559,0.46215814,10.13294376,1.71809032,0.71619799,14.35973023,3.45573655,0.32574996,8.54664184,0.94270836,0.41645582,13.14035405,1.41626071,1.26486917,11.61258244,0.30542524,0.19674202,8.3844834,2.3766015,1.18348422,13.48628072,1.43487525,3.26746057,15.70211025,1.394168,1.51799822,18.32925787,1.48734015,2.33519795,10.03474797,0.94143404,3.42713283,11.54162658,1.58854797,0.52853607
2015-05-04,12.53227871,1.74281066,2.72110922,11.3047281,1.06359896,26.93692594,9.33619874,1.69319389,1.01509402,6.39112087,1.31284247,0.505332,7.26640966,1.1033438,0.69457531,10.99012434,1.35395017,0.37529632,10.94322945,1.03941142,0.4341763,9.31757383,1.0275781,0.55734491,7.49597272,1.79583833,0.53104051,19.8086902,2.72916483,1.74963061,9.4008733,1.47493502,0.45427631,10.07850717,1.6664492,0.70206997,14.18813624,3.41443448,0.32185736,8.48075858,0.9353272,0.41319507,12.87957216,1.35470976,1.20321893,11.61258244,0.30542524,0.19674202,8.11437054,2.27374252,1.14309263,12.95858349,1.37872924,3.13960635,15.15582244,1.34566388,1.46518596,17.93024275,1.45297165,2.28095057,9.60921757,0.9014814,3.28169195,11.07817861,1.52475935,0.50731254
2015-05-05,12.7199727,1.76903049,2.77921586,11.33155537,1.06536373,26.91761357,9.24913578,1.66990808,1.00100281,6.49273058,1.3337148,0.51336606,7.31874497,1.11111305,0.6994494,11.12685146,1.37080611,0.37931584,11.02381454,1.04562819,0.43656431,9.38641895,1.03528442,0.56146103,7.60469612,1.81856465,0.53775514,19.84269832,2.73372096,1.75256638,9.45577599,1.48354889,0.45692936,10.03833591,1.65594711,0.69760037,14.10567504,3.37678779,0.32048016,8.50308804,0.93777353,0.41427578,13.02184402,1.36967432,1.21651007,11.61258244,0.30542524,0.19674202,8.17644148,2.2911355,1.15185812,13.37255604,1.42277365,3.23990312,15.36613199,1.36433697,1.48551759,18.15738441,1.47115991,2.30925485,9.70667725,0.91062011,3.31495989,11.21749877,1.54393466,0.51369249
2015-05-06,12.64335969,1.75833607,2.75316663,11.24565386,1.05814384,27.01693637,9.25437637,1.67490065,1.08589292,6.62528118,1.3609429,0.52384655,7.22447788,1.09805742,0.68978603,10.7119597,1.35503621,0.37411432,10.93221312,1.03654756,0.43735228,9.31772057,1.02791229,0.55757673,7.50130428,1.78802407,0.5467098,19.80181294,2.72937882,1.75017826,9.43390468,1.48011743,0.45587248,9.95615686,1.6400756,0.69091419,14.11620561,3.3114029,0.31617434,8.43782019,0.93055918,0.41108873,12.68265508,1.33399747,1.18482279,11.61258244,0.30542524,0.19674202,8.23448228,2.30907275,1.161506,13.27126984,1.41199707,3.21536298,15.11531583,1.33681868,1.45782138,17.83662497,1.44459686,2.26746937,9.38350001,0.88029738,3.20457507,11.11104065,1.53139953,0.50809373
2015-05-07,12.72499326,1.76937352,2.77860554,11.33449427,1.06560187,26.8613215,9.2006476,1.67305753,1.08339745,6.58734641,1.35315046,0.52084713,7.23225991,1.09803904,0.69040434,11.06845164,1.36239587,0.37623351,11.0721049,1.04801662,0.44229202,9.39773508,1.0377327,0.56254404,7.69774658,1.83476912,0.56095262,19.91930655,2.74152989,1.75514529,9.57434306,1.50158558,0.46220583,10.01702713,1.64779711,0.69416703,14.16469124,3.32280255,0.31726032,8.36937581,0.92294817,0.40772645,12.67734627,1.33387432,1.18509158,11.61258244,0.30542524,0.19674202,8.18008865,2.29381993,1.15381505,13.48825916,1.43508342,3.26793462,15.13962201,1.34288944,1.46016248,18.0848085,1.46099945,2.29235677,9.37683286,0.87966768,3.20228275,10.83916854,1.49034766,0.34111189
2015-05-08,12.78995714,1.77576361,2.81421979,11.39792812,1.07182709,26.77063126,9.17730945,1.67041893,1.08768751,6.48868298,1.33288335,0.51304602,7.31645981,1.11051472,0.69815148,10.94239222,1.34327954,0.37095862,10.88887408,1.05201093,0.44388346,8.97179839,1.0447254,0.57728027,7.63924012,1.82044964,0.55661551,20.013137,2.75434233,1.76334476,9.60192736,1.50591174,0.46353747,9.92479507,1.63524226,0.6903382,14.32237362,3.35797148,0.32069131,8.39404824,0.92565285,0.40892128,12.7155757,1.3398929,1.19045745,11.61258244,0.30542524,0.19674202,8.25030547,2.28768211,1.15473896,13.59837816,1.4467993,3.29461371,15.40487162,1.36641717,1.48574485,18.11424063,1.46311046,2.29564118,9.4755543,0.88892472,3.23598126,10.85907514,1.49341766,0.34203929
