tradingDate,VNINDEX PB,HNXIndex PB,UpcomIndex PB,OILGAS_L2 PB,CHEMICAL_L2 PB,BASICRES_L2 PB,CONSTRMAT_L2 PB,INDUSTGDS_L2 PB,AUTOPARTS_L2 PB,FOODBEVERA_L2 PB,PERSHHOLD_L2 PB,HEALTHCARE_L2 PB,RETAIL_L2 PB,MEDIA_L2 PB,TRAVELLSR_L2 PB,TELECOM_L2 PB,UTILITIES_L2 PB,BANKS_L2 PB,INSURANCE_L2 PB,REALESTATE_L2 PB,FINSERV_L2 PB,TECHNOLOGY_L2 PB
2013-11-22,1.77216954,0.88516165,2.51785735,1.38846769,1.34459051,1.37814798,0.73391361,0.81983411,1.6230619,3.11888565,1.16988659,1.88720544,1.28356699,0.72120332,1.23759493,0.25173061,2.47739629,1.24134228,1.43303746,1.5492503,0.85199653,1.27284639
2013-11-25,1.77504294,0.89092056,2.5032864,1.40437487,1.3515604,1.38215598,0.73512821,0.8180712,1.61651529,3.14074567,1.17203513,1.89126214,1.2788082,0.72850421,1.23825921,0.2616024,2.46003549,1.24009315,1.48060745,1.55154074,0.85225386,1.27424082
2013-11-26,1.78480424,0.89194674,2.50064375,1.42234678,1.34998413,1.39484065,0.73908594,0.82437073,1.61715921,3.19755012,1.18236015,1.88148801,1.27746713,0.73127052,1.23645683,0.2616024,2.45942383,1.2324309,1.49058736,1.5587553,0.85711596,1.27509985
2013-11-27,1.78105634,0.8954399,2.49778901,1.41071917,1.3434833,1.39060779,0.74087566,0.82290127,1.60771263,3.19870614,1.18882839,1.89694075,1.28210635,0.73755,1.24475888,0.2616024,2.46006965,1.23190311,1.49482835,1.54189788,0.85693,1.27790892
2013-11-28,1.7783732,0.8965733,2.48940738,1.39012788,1.34336422,1.39253084,0.74080064,0.82531526,1.60581727,3.17070033,1.19536404,1.88905251,1.28809366,0.74589598,1.25601396,0.2616024,2.44767363,1.23820718,1.48882398,1.55701358,0.85657637,1.27504125
2013-11-29,1.77894619,0.89529201,2.48354774,1.41980245,1.34539153,1.3914524,0.73867024,0.82720202,1.60332377,3.1655129,1.19969448,1.90921636,1.285805,0.74052961,1.26216945,0.2616024,2.44568726,1.23465357,1.4901375,1.56701702,0.84784548,1.26999517
2013-12-02,1.78190683,0.89432623,2.48054487,1.36025103,1.34245805,1.3918063,0.73429246,0.82393076,1.60248716,3.15016683,1.18804238,1.91978469,1.28963429,0.73492524,1.25614463,0.2616024,2.47687883,1.23463277,1.46995357,1.58200654,0.84999584,1.27368496
2013-12-03,1.79121895,0.90080122,2.50348316,1.35339843,1.33399504,1.39775402,0.74621033,0.84265179,1.60934033,3.17626289,1.1990272,1.94444958,1.27568117,0.7471976,1.25679592,0.2616024,2.48377102,1.22963632,1.4865429,1.60093687,0.87531323,1.28508341
2013-12-04,1.78928905,0.90726013,2.50654346,1.35339843,1.33246284,1.39396419,0.75503205,0.8506292,1.61265468,3.16126478,1.2136845,1.96083376,1.2879281,0.75416675,1.24145003,0.2616024,2.48422623,1.22562516,1.47589702,1.60583004,0.89923018,1.28665036
2013-12-05,1.78595909,0.90657961,2.51051594,1.3362386,1.33232684,1.39094554,0.75215881,0.8548292,1.61215524,3.1667884,1.2288088,1.9873015,1.28907155,0.74551775,1.24979579,0.2616024,2.48373575,1.21431528,1.46851671,1.60906938,0.90175385,1.27760427
2013-12-06,1.78727142,0.90671877,2.50573958,1.33611051,1.32982862,1.38655131,0.75466197,0.85793195,1.61116298,3.14714632,1.21510637,1.98911926,1.2903803,0.75087812,1.24936939,0.2616024,2.49142541,1.22244918,1.46972786,1.61003725,0.89878313,1.27596586
2013-12-09,1.79065928,0.90699342,2.49321825,1.35702167,1.33636999,1.37714208,0.75522228,0.85965092,1.61512523,3.17949751,1.20834104,1.96960192,1.27497202,0.7537526,1.2587365,0.2616024,2.48333181,1.22591026,1.46946185,1.60435847,0.88303536,1.26748942
2013-12-10,1.79193165,0.90732839,2.4849683,1.34729744,1.33737849,1.38443234,0.75198064,0.85908059,1.61265811,3.19448811,1.21054143,1.97199968,1.2832244,0.75766048,1.24711391,0.28628187,2.49671575,1.22131429,1.45890659,1.60944853,0.87840019,1.25626774
2013-12-11,1.77045731,0.90013411,2.49634674,1.31825284,1.32571928,1.37359032,0.73986634,0.84296468,1.59276318,3.17696474,1.19943317,1.9603184,1.28463879,0.75548699,1.25174331,0.28628187,2.45519655,1.20487054,1.43005871,1.60478345,0.85677197,1.24541133
2013-12-12,1.77590893,0.90483336,2.49275348,1.39909911,1.3183786,1.38630286,0.74977724,0.88842297,1.59805409,3.14202919,1.21385734,2.0213163,1.2754947,0.73065973,1.24260244,0.31096134,2.47060255,1.20327771,1.43127429,1.59243288,0.88892243,1.24393831
2013-12-13,1.77307488,0.90804571,2.48835924,1.39191598,1.3228661,1.37915606,0.75410269,0.89207575,1.59887054,3.13786261,1.21592084,2.03380497,1.27960533,0.73157577,1.24023125,0.31096134,2.47036729,1.19909752,1.42372396,1.58709908,0.89920266,1.25267962
2013-12-16,1.75981053,0.91153099,2.48045709,1.40695091,1.31755974,1.38003211,0.75481741,0.89036901,1.58674737,3.11431828,1.21413977,2.03266616,1.28538378,0.73031359,1.26012835,0.31096134,2.47007531,1.19480912,1.41280847,1.54068856,0.89386524,1.25260436
2013-12-17,1.77131575,0.91610063,2.47612345,1.43076641,1.31928187,1.39100682,0.76510236,0.89500087,1.59280873,3.12507128,1.22388988,2.03138809,1.28432223,0.73711219,1.25533631,0.31096134,2.47344459,1.19824278,1.41931547,1.5796768,0.89918491,1.25149772
2013-12-18,1.769363,0.91709095,2.47536171,1.45565981,1.32755171,1.39111996,0.76141468,0.89652838,1.59382743,3.11390257,1.22540336,2.03311459,1.26834871,0.73622393,1.23038022,0.31096134,2.46126991,1.19523299,1.42345134,1.59278656,0.89006501,1.2556528
2013-12-19,1.7728454,0.92560035,2.47161447,1.43159176,1.32210745,1.40161207,0.76801423,0.89950927,1.60626406,3.1252575,1.23611729,2.01275068,1.26100091,0.7452238,1.24093429,0.31096134,2.46567011,1.2002215,1.4298186,1.59242048,0.90501804,1.25509066
2013-12-20,1.76702156,0.92419755,2.46971909,1.42078692,1.31852191,1.39646566,0.76913252,0.89643545,1.59506753,3.14344351,1.23219182,2.01600196,1.24776144,0.74892387,1.28007762,0.31096134,2.47766993,1.19219753,1.431454,1.5437928,0.90085865,1.25060102
2013-12-23,1.78096031,0.93386783,2.47045883,1.43528106,1.32061932,1.41285693,0.77831639,0.90270871,1.61883609,3.12326791,1.26295753,2.02526431,1.23423463,0.76740789,1.248558,0.31096134,2.50700007,1.19801529,1.43866395,1.60627476,0.91262989,1.25863175
2013-12-24,1.77038991,0.93313381,2.46504178,1.44288296,1.31896512,1.40348685,0.77474272,0.90107143,1.60507284,3.09965084,1.28060169,2.0144017,1.24367197,0.77563237,1.25646345,0.31096134,2.48981282,1.19096672,1.42364503,1.59796607,0.90239604,1.24971363
2013-12-25,1.76586845,0.93443146,2.46980574,1.44716243,1.32259903,1.39898338,0.77491546,0.90142733,1.61250184,3.08635937,1.28350066,2.01368128,1.24535273,0.78187507,1.26197014,0.31096134,2.48775241,1.18641174,1.42026536,1.59419515,0.89631434,1.24744983
2013-12-26,1.7729606,0.93308869,2.47524587,1.45353667,1.32401578,1.40925737,0.77486014,0.89949589,1.60864164,3.06958938,1.27572195,2.0031343,1.24042845,0.77179081,1.25806186,0.31096134,2.53363829,1.18812057,1.42266496,1.60941789,0.8928609,1.25431158
2013-12-27,1.77261223,0.93092738,2.45825475,1.45492359,1.32825517,1.4145029,0.77093142,0.89324833,1.62548181,3.07104215,1.27739784,2.0167078,1.2271402,0.7676523,1.26213638,0.31096134,2.55574389,1.18091333,1.41699241,1.60031645,0.89031571,1.25337357
2013-12-30,1.75077132,0.91830714,2.44762895,1.43138866,1.32413299,1.40919552,0.75391102,0.8752411,1.60241163,3.03958104,1.26507901,2.00354505,1.2087729,0.76248708,1.2491263,0.31096134,2.53817506,1.16696004,1.39255348,1.57105628,0.8661352,1.23723084
2013-12-31,1.76733035,0.92967739,2.44438429,1.45173437,1.3293937,1.4161907,0.75820659,0.89211417,1.61059673,3.04919421,1.2862761,2.01131117,1.23148533,0.77582153,1.24958772,0.31096134,2.54689025,1.18175209,1.40284825,1.59775896,0.89953209,1.25263143
2014-01-02,1.76803311,0.93097637,2.44160034,1.44914907,1.33414672,1.41594226,0.76032727,0.89310915,1.61280596,3.04562091,1.27739911,2.03179569,1.2363327,0.77975277,1.24003062,0.31096134,2.54897298,1.1850821,1.39910562,1.59542164,0.90075302,1.25982706
2014-01-03,1.7704895,0.93147751,2.44652925,1.43163105,1.33883445,1.42366583,0.76804813,0.88758689,1.63833477,3.04940192,1.29087092,2.04545276,1.23089606,0.78106669,1.24032461,0.31096134,2.53509663,1.19093647,1.39933509,1.60018274,0.90229813,1.25689269
2014-01-06,1.7825583,0.94245082,2.43598054,1.4641086,1.34651319,1.43918202,0.78353486,0.90722631,1.65790826,3.06184137,1.30261127,2.06306779,1.24599008,0.78184096,1.24703123,0.31096134,2.57534649,1.18688483,1.4077443,1.61032475,0.91257665,1.27250761
2014-01-07,1.787389,0.95072521,2.43744128,1.49716828,1.35826007,1.43648834,0.77912211,0.90958809,1.65994158,3.05530184,1.2913939,2.05758617,1.23573807,0.78505507,1.26624631,0.28134598,2.57656304,1.20803726,1.41343817,1.60720121,0.90596526,1.26204596
2014-01-08,1.79952978,0.95722457,2.43420055,1.57128394,1.36117853,1.44520623,0.785961,0.91395663,1.65944312,3.08871558,1.28613929,2.07277897,1.25511327,0.79196552,1.27480031,0.28134598,2.59454657,1.2108025,1.41539795,1.59918629,0.94000368,1.27080339
2014-01-09,1.80937283,0.97230034,2.43221321,1.60712705,1.36584891,1.46552421,0.79170481,0.92261855,1.66736438,3.09480596,1.30356067,2.0672415,1.27501351,0.80483928,1.28737241,0.28134598,2.61985462,1.21227451,1.43405427,1.61136105,0.96713451,1.2824263
2014-01-10,1.81547744,0.96811415,2.43242356,1.58620089,1.36742846,1.46325657,0.78707629,0.92156589,1.66245858,3.12422809,1.31214543,2.08196528,1.27654389,0.80983771,1.27961778,0.28134598,2.66077934,1.20084813,1.43707328,1.61578237,0.95099812,1.28814661
2014-01-13,1.822755,0.97172199,2.42820883,1.63080159,1.37323294,1.46780047,0.78902253,0.92395363,1.66985504,3.11161937,1.31372854,2.07342483,1.26781488,0.80703688,1.27317134,0.28134598,2.73356777,1.19609677,1.43155409,1.61368539,0.95292126,1.29314204
2014-01-14,1.82681516,0.97985627,2.42678977,1.67909053,1.38656391,1.49296588,0.79940485,0.92625642,1.67767443,3.11622367,1.30291479,2.0733626,1.2457637,0.81176717,1.25911812,0.28134598,2.72294064,1.2014918,1.42900518,1.61212388,0.95843629,1.29924342
2014-01-15,1.84146187,0.99312801,2.42068121,1.71942572,1.38325447,1.50956199,0.80323705,0.93098049,1.67103064,3.13362926,1.30576428,2.08505667,1.24208044,0.81533148,1.26097512,0.28134598,2.78768449,1.20142499,1.43507004,1.62047911,0.98844508,1.31585883
2014-01-16,1.81598505,0.98368774,2.41639873,1.63909475,1.40789866,1.50983703,0.80717424,0.89035719,1.69087657,3.1999679,1.29149254,2.0681827,1.25828868,0.84017363,1.23142182,0.28134598,2.88044935,1.16101503,1.45279551,1.61718292,0.97899641,1.32873595
2014-01-17,1.84995492,0.98001713,2.41778903,1.61335,1.44463251,1.5543792,0.80484193,0.8912331,1.68122612,3.28243679,1.31035114,2.02823746,1.2641054,0.82415153,1.22883464,0.28134598,2.8807015,1.19188677,1.52817286,1.63550525,0.96911398,1.34684755
2014-01-20,1.88235258,0.97683947,2.42572116,1.63079644,1.4964022,1.58100186,0.79630018,0.88607646,1.67228408,3.35053058,1.32642999,2.00090257,1.2635215,0.81673039,1.28089789,0.28134598,2.89525229,1.21292188,1.60517948,1.67188507,0.95663922,1.35338974
2014-01-21,1.90343565,0.99024041,2.42769863,1.75422397,1.48660658,1.60985795,0.8098129,0.91362512,1.64127535,3.32245119,1.32723997,2.02245721,1.26079699,0.81693906,1.27812083,0.28134598,2.89235845,1.22914357,1.684862,1.7319288,0.98583674,1.37650978
2014-01-22,1.87997076,0.98824642,2.42963465,1.7027248,1.46924713,1.56423624,0.80423782,0.90853615,1.62105822,3.26040466,1.31530075,1.99108185,1.27215498,0.809286,1.28456625,0.28134598,2.83027522,1.23308002,1.70832984,1.6774389,0.99375592,1.37713586
2014-01-23,1.8873458,0.98860579,2.42634738,1.72022458,1.46335692,1.52294276,0.81555182,0.91151891,1.64145676,3.29274094,1.31579451,1.96329126,1.27934988,0.80772206,1.28385107,0.28134598,2.84836502,1.24046004,1.65263946,1.67165033,1.00897448,1.41125118
2014-01-24,1.89227942,0.99118112,2.41985131,1.72716541,1.4670231,1.51358026,0.81774072,0.91446893,1.66772283,3.33624311,1.32773182,2.07003327,1.27422139,0.81137852,1.27182171,0.28134598,2.95810979,1.29612018,1.66018307,1.68758003,1.02956868,1.44601592
2014-01-27,1.8802586,0.99822461,2.41941241,1.70396407,1.45062693,1.50312518,0.82919978,0.92439096,1.64078036,3.3082762,1.3481505,2.14848921,1.28748503,0.82962772,1.29714831,0.28134598,2.9060083,1.28414686,1.67407958,1.69717359,1.05491337,1.43702548
2014-02-06,1.87386252,1.00864127,2.41731141,1.66732897,1.43828548,1.54936626,0.83849887,0.94048864,1.68395018,3.28069665,1.33785673,2.15494968,1.2887163,0.83050546,1.29271054,0.28134598,2.904076,1.26918247,1.71500527,1.70015837,1.06134985,1.41982176
2014-02-07,1.85744324,1.00544981,2.40616514,1.67493342,1.45270121,1.54078559,0.84517311,0.93302542,1.66169763,3.25008635,1.34626039,2.11486636,1.28242489,0.83756641,1.27698641,0.28134598,2.86887093,1.25086881,1.66992515,1.68916482,1.03825948,1.39884184
2014-02-10,1.87687981,1.01504921,2.40409591,1.7086361,1.46120811,1.5510716,0.85801879,0.94447732,1.67619746,3.272087,1.36000732,2.1725827,1.30221705,0.86116648,1.28061822,0.28134598,2.8710819,1.26412152,1.66457115,1.72071921,1.06897494,1.44878997
2014-02-11,1.87041698,1.01516693,2.39539007,1.69641504,1.45365606,1.54604207,0.85461893,0.94697223,1.67952824,3.25989363,1.35680303,2.1981356,1.32232271,0.85853793,1.2757264,0.28134598,2.86719998,1.25956074,1.65789282,1.717326,1.0524602,1.43424775
2014-02-12,1.90441961,1.03032828,2.39500124,1.69077927,1.46558457,1.58043155,0.87647411,0.96147569,1.74335611,3.29252421,1.37608418,2.25232284,1.32666481,0.85542682,1.28934179,0.28134598,2.96289043,1.27197772,1.72440915,1.73884136,1.08334274,1.48040144
2014-02-13,1.92506261,1.04214464,2.390865,1.71051905,1.46283573,1.58608341,0.88396626,0.97931984,1.74359559,3.30020566,1.40035063,2.25109517,1.33648285,0.84435833,1.30336182,0.28134598,3.06067442,1.27629043,1.72695379,1.76435592,1.10061934,1.48603077
2014-02-14,1.93421119,1.05552931,2.38453704,1.72989773,1.5107385,1.57760638,0.89724358,0.99113336,1.74526172,3.30843321,1.39331964,2.22934055,1.33936325,0.84667458,1.30885817,0.28134598,3.0931831,1.28179468,1.72404806,1.73641259,1.12450554,1.47360076
2014-02-17,1.92724872,1.06668487,2.38776916,1.79716699,1.50297324,1.53599743,0.90042857,1.00057437,1.74825703,3.22769456,1.39416432,2.22503496,1.35269621,0.84220007,1.30153007,0.28134598,3.03664628,1.27488192,1.70098891,1.73802201,1.12461964,1.42970067
2014-02-18,1.94120918,1.08619895,2.38450141,1.87660779,1.50650937,1.53588555,0.92791257,1.0150904,1.78318853,3.23105483,1.39926633,2.21257549,1.32829766,0.84558062,1.3119178,0.28134598,3.05955299,1.27033445,1.69607457,1.75067611,1.1472021,1.44700454
2014-02-19,1.95235505,1.10278361,2.38558302,1.93635602,1.51362447,1.56147453,0.94857002,1.03464628,1.79109004,3.24082279,1.39916036,2.2498951,1.32448308,0.8479484,1.32439257,0.30602545,3.05685321,1.27306882,1.69736219,1.76651437,1.17274902,1.49568079
2014-02-20,1.93023115,1.06719006,2.39011149,1.82167214,1.47181926,1.52101504,0.91835043,1.00338763,1.72221982,3.21998348,1.37728376,2.20939077,1.29586421,0.84304686,1.31031116,0.33564081,3.01987681,1.27801479,1.63494101,1.74701997,1.11467574,1.45080422
2014-02-21,1.92864143,1.0755189,2.39098952,1.82439791,1.47276071,1.53074145,0.93164668,1.00676349,1.70736357,3.22418221,1.37938151,2.25623843,1.29875753,0.84897649,1.30649572,0.33564081,3.02297403,1.27169365,1.64103897,1.7336638,1.12510612,1.47945038
2014-02-24,1.94816684,1.0943706,2.37735969,1.90558516,1.48653455,1.56534603,0.96286166,1.01931516,1.74899195,3.27373286,1.37496356,2.25877505,1.30634403,0.85428822,1.32148668,0.36525618,3.04231629,1.27487819,1.64953753,1.76131593,1.16810011,1.5176059
2014-02-25,1.97877336,1.10179172,2.38577946,1.89503904,1.50104522,1.62490511,0.98159542,1.02591739,1.78209463,3.32000379,1.36553389,2.24910882,1.33610459,0.85793032,1.31419557,0.39980744,3.13398974,1.28447719,1.67696301,1.7692377,1.18769529,1.5639804
2014-02-26,1.99205186,1.10882594,2.38953099,1.9071863,1.49482085,1.61197615,0.99396961,1.03182334,1.79204445,3.33472817,1.35867662,2.23618987,1.32447317,0.86324517,1.31669852,0.39980744,3.1342157,1.30708852,1.68291454,1.76910747,1.19324145,1.62924144
2014-02-27,1.97734637,1.10658282,2.39970625,1.85818268,1.49268718,1.59590958,0.97017709,1.02136701,1.7463045,3.33852612,1.35672214,2.20883445,1.34001656,0.86362698,1.31336879,0.39980744,3.04313021,1.3234131,1.66592664,1.76382554,1.16305174,1.59924881
2014-02-28,1.9843648,1.11269794,2.3976879,1.90503264,1.48627116,1.58878911,0.98703931,1.02372628,1.76208936,3.36007797,1.34536194,2.22840103,1.34734903,0.86377351,1.32901753,0.39980744,3.04085718,1.32844243,1.68291431,1.75241916,1.17654132,1.6201265
2014-03-03,1.93878811,1.07849795,2.39772682,1.80955458,1.45347133,1.57398033,0.95600515,1.01017697,1.71134509,3.29486197,1.32747095,2.21248527,1.32506225,0.83758169,1.32133557,0.39980744,2.99410845,1.29125143,1.64595976,1.70908061,1.12796007,1.56135353
2014-03-04,1.92679106,1.07796359,2.39891071,1.78666571,1.44304747,1.56890348,0.96377769,1.01810254,1.71621711,3.26341209,1.3335885,2.22326762,1.32618551,0.8426112,1.31209671,0.39980744,2.98164529,1.28341407,1.6340983,1.69477726,1.13677574,1.55304676
2014-03-05,1.94294058,1.08869696,2.40247462,1.81807068,1.44587498,1.59198867,0.97944075,1.02596838,1.72203897,3.28272822,1.34961605,2.2619704,1.33418585,0.84349762,1.32056635,0.39980744,2.99908945,1.28790856,1.64508339,1.72222846,1.16342484,1.57759184
2014-03-06,1.95464616,1.09622248,2.31016086,1.82729681,1.44822765,1.61080137,0.98912119,1.0277515,1.74727411,3.29625007,1.35813501,2.27875565,1.34931722,0.82912773,1.33434968,0.39980744,3.04531677,1.28947165,1.65076355,1.72584697,1.18591135,1.59069855
2014-03-07,1.95887717,1.10067811,2.31182437,1.81430668,1.45654027,1.60799245,1.00043293,1.03271317,1.74167135,3.28318841,1.35786978,2.27454887,1.33673485,0.83853375,1.32594811,0.41955102,3.04559084,1.29569126,1.65383242,1.74924525,1.20616505,1.59804036
2014-03-10,1.97154714,1.10867131,2.3116336,1.80270532,1.47638297,1.61720335,1.01150606,1.03324956,1.73839913,3.30814267,1.36282357,2.27693608,1.35782756,0.83714951,1.31209007,0.41955102,3.04907563,1.31029021,1.68161637,1.75834118,1.22857023,1.61038425
2014-03-11,1.98738584,1.11928626,2.30528004,1.84844831,1.47321021,1.63680528,1.02584484,1.0512523,1.75175824,3.32749982,1.35920717,2.27384464,1.34713397,0.84689894,1.31014865,0.41955102,3.09409166,1.31059181,1.74405859,1.75585859,1.23322056,1.68308799
2014-03-12,1.99135102,1.1134604,2.30190744,1.86329747,1.46927052,1.65643172,1.01924666,1.04936755,1.76766502,3.33852543,1.35440149,2.28965427,1.3429569,0.84146469,1.29253439,0.41955102,3.10868652,1.29745247,1.77812511,1.77095656,1.22194998,1.69059293
2014-03-13,2.00825008,1.12557507,2.30342626,1.87329537,1.46441746,1.65445452,1.03590559,1.05282851,1.77808548,3.39936961,1.35502435,2.33936013,1.34854662,0.8434893,1.28753514,0.41955102,3.11216965,1.30713091,1.7799467,1.78170439,1.27625273,1.70092894
2014-03-14,2.01350138,1.12918215,2.3024711,1.87047736,1.46764229,1.64251579,1.03921885,1.05322434,1.78762405,3.45919536,1.35767308,2.41345859,1.34744077,0.84719217,1.29095386,0.41955102,3.09320417,1.31024783,1.75651218,1.77407405,1.28680292,1.68750983
2014-03-17,2.02543626,1.15253461,2.30351607,1.83328857,1.47146673,1.63409499,1.07147711,1.0674358,1.77900742,3.51781949,1.3538776,2.41897612,1.35398383,0.84693377,1.29484408,0.41955102,3.09112623,1.30652263,1.73885259,1.81570683,1.35462134,1.69036016
2014-03-18,2.02456539,1.17041784,2.31379892,1.87084996,1.46191388,1.64628524,1.08683737,1.0779414,1.77598001,3.50371778,1.35356805,2.40468354,1.34375606,0.84561497,1.30168025,0.41955102,3.07980505,1.30553005,1.738924,1.79859527,1.38353827,1.76396783
2014-03-19,2.04506248,1.19669437,2.31486946,1.90800566,1.46716547,1.68948656,1.11131828,1.08859608,1.79027863,3.50032399,1.35401779,2.39778892,1.35939519,0.84807698,1.3243143,0.41955102,3.09360916,1.33945083,1.7330998,1.81771429,1.42111447,1.78510596
2014-03-20,2.02736144,1.19710081,2.29886447,1.89520073,1.46347038,1.67579188,1.10579766,1.08054085,1.78353414,3.44104199,1.36172595,2.40614968,1.37649686,0.85013731,1.33960371,0.41955102,3.06566586,1.34066699,1.71224615,1.89522822,1.40592736,1.76462282
2014-03-21,2.03316518,1.20523985,2.2932626,1.8714631,1.45905277,1.67898418,1.11459336,1.09750113,1.79911709,3.4401175,1.38010484,2.37175402,1.3977863,0.85157395,1.36677594,0.41955102,3.0533031,1.35509224,1.69980713,1.92642031,1.41930662,1.77746406
2014-03-24,2.0537484,1.23815928,2.28919929,1.98899773,1.47634893,1.70070345,1.13666279,1.10742889,1.84223941,3.40799819,1.38681744,2.38638795,1.41130546,0.86143947,1.3959048,0.41955102,3.08087036,1.38542246,1.74285425,1.94985212,1.46906005,1.77952235
2014-03-25,2.0327354,1.21479782,2.277051,1.94382278,1.48343149,1.67488702,1.12450847,1.09514614,1.83811429,3.38986181,1.36931606,2.3741681,1.41428849,0.85186474,1.38555819,0.45903817,3.05975962,1.37407037,1.69812119,1.9102398,1.42772812,1.75002643
2014-03-26,1.98580998,1.19911882,2.27749442,1.88937903,1.46142132,1.66406403,1.0940071,1.07183344,1.82096961,3.33469813,1.36351473,2.33423516,1.43176443,0.85131379,1.37394783,0.45903817,3.00355644,1.33108818,1.6679295,1.86480505,1.37690794,1.7125581
2014-03-27,1.99197228,1.1960655,2.27101379,1.91638994,1.45715596,1.68866153,1.09409412,1.07362997,1.87772633,3.32734216,1.35819451,2.34366784,1.43300256,0.84782241,1.35165083,0.45903817,3.00633587,1.33031995,1.66354991,1.88808208,1.4121922,1.71438641
2014-03-28,2.00598122,1.2020254,2.27972325,1.93950992,1.45761639,1.69195343,1.09768091,1.07779156,1.88068988,3.36074548,1.36437853,2.32865218,1.43473344,0.85351245,1.35465989,0.41461512,3.02297661,1.34208867,1.68926573,1.8602461,1.43508995,1.75915858
2014-03-31,1.99628316,1.19426495,2.28320986,1.92817961,1.44819144,1.69094282,1.08953273,1.06868088,1.861521,3.34371797,1.36168289,2.31605647,1.40650445,0.84802773,1.36229846,0.41461512,3.0555274,1.32865783,1.6616863,1.83922417,1.44841865,1.75008926
2014-04-01,1.96990147,1.15708144,2.31104301,1.90438798,1.43076574,1.66546063,1.05539549,1.04347412,1.84138851,3.34004672,1.34375177,2.28420657,1.3897402,0.84702073,1.34125985,0.37512797,3.03134888,1.31387097,1.59055408,1.79741347,1.39887045,1.72016458
2014-04-02,1.96289707,1.1470231,2.32781082,1.90783273,1.44712363,1.6544559,1.04043436,1.02942185,1.83489349,3.31005519,1.34726165,2.26467279,1.38036468,0.84697148,1.32256067,0.34057671,3.02786006,1.3157131,1.58778641,1.79154858,1.37243676,1.69713264
2014-04-03,1.9890458,1.17428217,2.38260599,1.92392029,1.43946067,1.67120255,1.05263243,1.00324826,1.83286864,3.34764512,1.3734079,2.30720865,1.33070885,0.8473398,1.31922011,0.37019207,3.07748423,1.32781134,1.61448206,1.8278707,1.41012152,1.71813917
2014-04-04,2.00071512,1.16352694,1.80436465,1.9368808,1.41999389,1.71549352,1.05427213,1.00223772,1.83528886,3.36372451,1.38089077,2.30624387,1.32554791,0.85224301,1.33377823,0.37019207,3.13814315,1.32675211,1.59065473,1.79180983,1.40068733,1.70718746
2014-04-07,2.02476381,1.17046826,1.78167903,1.98855352,1.40756887,1.74378637,1.06091128,1.00855802,1.87803009,3.41261062,1.38265108,2.33417929,1.33133203,0.85149938,1.33983449,0.37019207,3.22949661,1.32386204,1.61893624,1.79287324,1.42360492,1.73666287
2014-04-08,2.03365054,1.17677806,1.76890103,2.00289231,1.41061223,1.73753198,1.06336622,1.01266176,1.88043913,3.41158437,1.38807541,2.34356329,1.34812573,0.84973382,1.34633186,0.37019207,3.31705744,1.32198223,1.62237946,1.77262608,1.44793198,1.75699946
2014-04-10,2.02787762,1.17465163,1.79143904,1.99946427,1.4013904,1.74202284,1.05917915,1.01786571,1.87324687,3.37821181,1.37498409,2.34901347,1.34112248,0.85443865,1.33265106,0.37019207,3.35844147,1.32054122,1.61882527,1.77084576,1.46446729,1.7444483
2014-04-11,2.02465162,1.17268392,1.79091511,1.99454868,1.37446735,1.7187262,1.05827521,1.0166342,1.86313561,3.37410358,1.36666081,2.32864592,1.32055223,0.8479357,1.33563252,0.37019207,3.41384019,1.31346215,1.60478815,1.74996778,1.46282033,1.75276398
2014-04-14,2.00963778,1.16402295,1.79935662,1.95792883,1.34968792,1.72941286,1.04958537,1.00740456,1.83317977,3.34219048,1.36632522,2.31045965,1.28582051,0.8453469,1.31944672,0.37019207,3.39340089,1.30795855,1.59335592,1.7279504,1.44565903,1.77287481
2014-04-15,1.97628782,1.1328995,1.79800616,1.89425908,1.29873867,1.68349185,1.01770958,0.98681781,1.78268124,3.31827183,1.35115375,2.28867802,1.27119785,0.84416447,1.30036633,0.37019207,3.34375994,1.28512325,1.54795959,1.69214206,1.36916622,1.7428557
2014-04-16,1.88203962,1.09778513,1.78910044,1.85787074,1.28622039,1.66183057,0.99393021,0.96256999,1.74016101,3.29263711,1.35336877,2.18366977,1.22247558,0.87208325,1.30144197,0.37019207,3.2281737,1.27271845,1.5118259,1.63394888,1.31011304,1.71380842
2014-04-17,1.90144233,1.11029407,1.79310159,1.88507976,1.30420064,1.67386631,1.00547825,0.97117898,1.73507053,3.30760549,1.35306981,2.19823622,1.2167419,0.87038838,1.33940475,0.37019207,3.27988192,1.28084447,1.53096038,1.65611729,1.33841988,1.73311531
2014-04-18,1.85283877,1.07385443,1.79256059,1.82354599,1.25244787,1.62537116,0.95994364,0.94117427,1.64679896,3.21424106,1.33176564,2.17253705,1.20921719,0.86183361,1.32843348,0.37019207,3.2307916,1.25545192,1.47951486,1.60188238,1.25621617,1.67195946
2014-04-21,1.82915635,1.05272483,1.79102202,1.76445836,1.24422738,1.61229541,0.941494,0.91665215,1.6164855,3.19488225,1.30767537,2.19103237,1.18691807,0.85765451,1.30895487,0.37019207,3.18688443,1.23975372,1.46041595,1.61062571,1.18013163,1.61253561
